usage_year;usage_vendor;usage_ip_address;usage_journal_title;usage_count
2015;Wiley;158.68.208.111;Journal of Vegetation Science;1
2015;Wiley;158.68.208.112;Marine Mammal Science;1
2015;Wiley;158.68.208.112;American Anthropologist;1
2015;Wiley;158.68.208.114;Water Resources Research;1
2015;Wiley;158.68.208.133;American Anthropologist;1
2015;Wiley;158.68.208.157;American Anthropologist;1
2015;Wiley;158.68.208.181;Water Resources Research;1
2015;Wiley;158.68.208.190;Water Resources Research;1
2015;Wiley;158.68.208.207;Marine Mammal Science;1
2015;Oxford;158.68.208.25;EP Europace;1
2015;Wiley;158.68.208.29;American Anthropologist;1
2015;Wiley;158.68.208.37;American Anthropologist;1
2015;Wiley;158.68.208.48;American Anthropologist;1
2015;Wiley;158.68.208.52;Water Resources Research;1
2015;Wiley;158.68.208.70;American Anthropologist;1
2015;Oxford;158.68.216.101;Brain;1
2015;Wiley;158.68.216.102;American Anthropologist;1
2015;Wiley;158.68.216.110;American Anthropologist;1
2015;Wiley;158.68.216.112;Water Resources Research;1
2015;Wiley;158.68.216.123;American Anthropologist;1
2015;Wiley;158.68.216.129;Water Resources Research;1
2015;Wiley;158.68.216.129;American Anthropologist;1
2015;Wiley;158.68.216.14;American Anthropologist;1
2015;Oxford;158.68.216.140;ICES Journal of Marine Science;1
2015;Wiley;158.68.216.140;Marine Mammal Science;1
2015;Oxford;158.68.216.146;BioScience;1
2015;Oxford;158.68.216.15;Occupational Medicine;1
2015;Wiley;158.68.216.156;Water Resources Research;1
2015;Wiley;158.68.216.162;Marine Mammal Science;1
2015;Wiley;158.68.216.181;Water Resources Research;1
2015;Wiley;158.68.216.197;Water Resources Research;1
2015;Wiley;158.68.216.197;Water Resources Research;1
2015;Oxford;158.68.216.201;Chemical Senses;1
2015;Oxford;158.68.216.204;Human Reproduction;1
2015;Wiley;158.68.216.206;Water Resources Research;1
2015;Wiley;158.68.216.206;Water Resources Research;1
2015;Wiley;158.68.216.208;Water Resources Research;1
2015;Oxford;158.68.216.209;Journal of Heredity;4
2015;Wiley;158.68.216.209;Water Resources Research;1
2015;Oxford;158.68.216.211;BioScience;2
2015;Wiley;158.68.216.214;Water Resources Research;1
2015;Wiley;158.68.216.223;Water Resources Research;1
2015;Wiley;158.68.216.225;Water Resources Research;1
2015;Wiley;158.68.216.228;Water Resources Research;1
2015;Oxford;158.68.216.28;Clinical Infectious Diseases;1
2015;Oxford;158.68.216.32;BioScience;1
2015;Wiley;158.68.216.38;American Anthropologist;1
2015;Wiley;158.68.216.39;Marine Mammal Science;1
2015;Oxford;158.68.216.43;BioScience;1
2015;Wiley;158.68.216.46;Water Resources Research;1
2015;Wiley;158.68.216.46;Water Resources Research;1
2015;Wiley;158.68.216.46;Marine Mammal Science;1
2015;Oxford;158.68.216.51;Journal of Plankton Research;1
2015;Wiley;158.68.216.51;Water Resources Research;1
2015;Wiley;158.68.216.51;Water Resources Research;1
2015;Wiley;158.68.216.51;Marine Mammal Science;1
2015;Wiley;158.68.216.52;Marine Mammal Science;1
2015;Wiley;158.68.216.57;Water Resources Research;1
2015;Oxford;158.68.216.58;ICES Journal of Marine Science;1
2015;Wiley;158.68.216.59;Marine Mammal Science;1
2015;Oxford;158.68.216.68;European Heart Journal;1
2015;Wiley;158.68.216.73;American Anthropologist;1
2015;Wiley;158.68.220.10;Water Resources Research;1
2015;Wiley;158.68.220.11;Water Resources Research;1
2015;Wiley;158.68.220.12;Water Resources Research;1
2015;Oxford;158.68.220.7;The Journal of Infectious Diseases;1
2015;Wiley;158.68.220.7;Marine Mammal Science;1
2015;Wiley;158.68.220.8;Marine Mammal Science;1
2015;Oxford;158.68.232.106;International Journal of Constitutional Law;1
2015;Wiley;158.68.232.129;Marine Mammal Science;1
2015;Wiley;158.68.232.130;American Anthropologist;1
2015;Wiley;158.68.232.142;American Anthropologist;1
2015;Wiley;158.68.232.154;Water Resources Research;1
2015;Wiley;158.68.232.154;Water Resources Research;1
2015;Wiley;158.68.232.191;Water Resources Research;1
2015;Wiley;158.68.232.220;American Anthropologist;1
2015;Wiley;158.68.232.25;American Anthropologist;1
2015;Wiley;158.68.232.25;Geographical Analysis;1
2015;Wiley;158.68.232.31;American Anthropologist;1
2015;Wiley;158.68.232.36;Water Resources Research;1
2015;Wiley;158.68.232.36;Water Resources Research;1
2015;Wiley;158.68.232.39;Water Resources Research;1
2015;Oxford;158.68.232.47;Clinical Infectious Diseases;1
2015;Wiley;158.68.232.51;American Anthropologist;1
2015;Wiley;158.68.232.54;American Anthropologist;1
2015;Wiley;158.68.232.83;Marine Mammal Science;1
2015;Wiley;158.68.232.94;American Anthropologist;1
2015;Oxford;158.68.234.33;Geophysical Journal International;1
2015;Oxford;158.68.234.36;Rheumatology;1
2015;Wiley;158.68.243.;Water Resources Research;1
2015;Oxford;158.68.66.254;Annals of Botany;1
2015;Oxford;158.68.66.254;BioScience;2
2015;Oxford;158.68.66.254;Clinical Infectious Diseases;1
2015;Oxford;158.68.66.254;Forestry: An International Journal of Forest Research;5
2015;Oxford;158.68.66.254;International Journal of Epidemiology;1
2015;Oxford;158.68.66.254;Journal of Analytical Toxicology;1
2015;Oxford;158.68.66.254;Journal of Mammalogy;8
2015;Oxford;158.68.66.254;Rheumatology;2
2015;Wiley;158.68.66.254;Water Resources Research;1
2015;Wiley;158.68.66.254;Geophysical Research Letters;1
2015;Wiley;158.68.66.254;Journal of Vegetation Science;1
2015;Wiley;158.68.66.254;American Anthropologist;1
2015;Wiley;158.68.66.254;Ecosystem Health and Sustainability;1
2015;Oxford;159.189.112.127;BioScience;1
2015;Oxford;159.189.112.128;Toxicological Sciences;5
2015;Oxford;159.189.112.129;Nucleic Acids Research;1
2015;Oxford;159.189.112.130;Toxicological Sciences;3
2015;Wiley;159.189.112.131;Journal of the Royal Statistical Society: Series B (Statistical Methodology);1
2015;Oxford;159.189.112.132;ICES Journal of Marine Science;2
2015;Wiley;159.189.112.133;Journal of the Royal Statistical Society: Series B (Statistical Methodology);1
2015;Oxford;159.189.112.134;JNCI: Journal of the National Cancer Institute;1
2015;Oxford;159.189.112.135;International Journal of Epidemiology;1
2015;Oxford;159.189.112.136;Toxicological Sciences;2
2015;Wiley;159.189.112.137;Water Resources Research;1
2015;Oxford;159.189.112.138;Journal of Mammalogy;2
2015;Oxford;159.189.112.139;Journal of Mammalogy;4
2015;Oxford;159.189.112.140;ICES Journal of Marine Science;4
2015;Oxford;159.189.112.141;ICES Journal of Marine Science;1
2015;Oxford;159.189.112.142;Environmental Entomology;2
2015;Oxford;159.189.112.143;ICES Journal of Marine Science;2
2015;Oxford;159.189.112.144;BioScience;1
2015;Wiley;159.189.112.145;Water Resources Research;1
2015;Wiley;159.189.112.146;Water Resources Research;1
2015;Oxford;159.189.112.147;FEMS Microbiology Ecology;1
2015;Oxford;159.189.112.148;ILAR Journal;1
2015;Oxford;159.189.112.149;Nucleic Acids Research;1
2015;Oxford;159.189.112.150;Toxicological Sciences;2
2015;Oxford;159.189.112.151;Toxicological Sciences;3
2015;Oxford;159.189.112.152;Molecular Biology and Evolution;1
2015;Oxford;159.189.112.153;Journal of Chromatographic Science;1
2015;Oxford;159.189.112.154;ICES Journal of Marine Science;1
2015;Oxford;159.189.112.155;FEMS Microbiology Ecology;1
2015;Oxford;159.189.112.156;Toxicological Sciences;2
2015;Wiley;159.189.112.165;Water Resources Research;1
2015;Oxford;159.189.112.166;Clinical Infectious Diseases;1
2015;Oxford;159.189.112.167;FEMS Microbiology Ecology;1
2015;Oxford;159.189.112.168;FEMS Microbiology Letters;1
2015;Oxford;159.189.112.169;FEMS Microbiology Reviews;1
2015;Oxford;159.189.112.170;Nucleic Acids Research;1
2015;Oxford;159.189.112.171;Toxicological Sciences;5
2015;Oxford;159.189.112.172;Toxicological Sciences;5
2015;Oxford;159.189.112.173;ILAR Journal;1
2015;Oxford;159.189.112.174;Integrative and Comparative Biology;1
2015;Oxford;159.189.112.175;Journal of Heredity;1
2015;Oxford;159.189.112.176;Nucleic Acids Research;3
2015;Oxford;159.189.112.177;Poultry Science;2
2015;Oxford;159.189.112.178;Toxicological Sciences;5
2015;Oxford;159.189.112.179;Integrative and Comparative Biology;1
2015;Oxford;159.189.112.180;Toxicological Sciences;1
2015;Oxford;159.189.112.198;BioScience;1
2015;Oxford;159.189.112.199;Conservation Physiology;1
2015;Oxford;159.189.112.200;ICES Journal of Marine Science;1
2015;Oxford;159.189.112.201;Journal of Plankton Research;2
2015;Oxford;159.189.112.202;Behavioral Ecology;1
2015;Oxford;159.189.112.219;Journal of Heredity;1
2015;Oxford;159.189.112.220;Annals of the Entomological Society of America;2
2015;Oxford;159.189.112.221;FEMS Microbiology Ecology;2
2015;Oxford;159.189.112.222;Journal of Heredity;1
2015;Wiley;159.189.112.242;Environmental Microbiology Reports;1
2015;Oxford;159.189.112.247;Nucleic Acids Research;2
2015;Oxford;159.189.112.248;ILAR Journal;1
2015;Oxford;159.189.112.249;Nucleic Acids Research;1
2015;Oxford;159.189.112.250;Toxicological Sciences;1
2015;Oxford;159.189.112.251;Environmental Epigenetics;4
2015;Oxford;159.189.112.252;Toxicological Sciences;2
2015;Oxford;159.189.112.253;Toxicological Sciences;3
2015;Oxford;159.189.112.255;Poultry Science;3
2015;Wiley;159.189.112.261;Water Resources Research;1
2015;Wiley;159.189.112.262;Water Resources Research;1
2015;Wiley;159.189.112.272;Water Resources Research;1
2015;Oxford;159.189.112.273;Alcohol and Alcoholism;1
2015;Oxford;159.189.112.274;ICES Journal of Marine Science;2
2015;Wiley;159.189.112.286;Water Resources Research;1
2015;Wiley;159.189.112.287;Journal of the Royal Statistical Society: Series B (Statistical Methodology);1
2015;Wiley;159.189.112.289;Water Resources Research;1
2015;Oxford;159.189.112.290;Journal of Mammalogy;2
2015;Oxford;159.189.112.291;Annals of the Entomological Society of America;1
2015;Oxford;159.189.112.293;BioScience;3
2015;Oxford;159.189.112.294;Environmental Entomology;1
2015;Oxford;159.189.112.295;Toxicological Sciences;2
2015;Oxford;159.189.112.296;Journal of Economic Entomology;1
2015;Oxford;159.189.112.297;BioScience;1
2015;Oxford;159.189.112.298;Systematic Biology;4
2015;Oxford;159.189.112.299;Toxicological Sciences;1
2015;Wiley;159.189.112.300;Water Resources Research;1
2015;Wiley;159.189.112.301;Water Resources Research;1
2015;Wiley;159.189.112.302;Journal of the Royal Statistical Society: Series B (Statistical Methodology);1
2015;Oxford;159.189.112.306;BioScience;1
2015;Oxford;159.189.112.307;Conservation Physiology;11
2015;Oxford;159.189.112.308;Journal of Analytical Toxicology;1
2015;Oxford;159.189.112.309;ICES Journal of Marine Science;1
2015;Wiley;159.189.112.310;Water Resources Research;1
2015;Oxford;159.189.112.311;ICES Journal of Marine Science;2
2015;Oxford;159.189.112.312;Toxicological Sciences;1
2015;Oxford;159.189.112.313;ICES Journal of Marine Science;1
2015;Oxford;159.189.112.314;BioScience;4
2015;Oxford;159.189.112.315;International Journal for Quality in Health Care;1
2015;Oxford;159.189.112.316;Toxicological Sciences;1
2015;Wiley;159.189.112.319;Water Resources Research;1
2015;Wiley;159.189.112.320;Water Resources Research;1
2015;Wiley;159.189.112.323;Water Resources Research;1
2015;Wiley;159.189.112.324;Water Resources Research;1
2015;Oxford;159.189.112.325;ICES Journal of Marine Science;1
2015;Oxford;159.189.112.326;Journal of Plankton Research;2
2015;Oxford;159.189.112.327;BioScience;1
2015;Oxford;159.189.112.328;BioScience;1
2015;Oxford;159.189.112.329;ICES Journal of Marine Science;2
2015;Oxford;159.189.112.330;Journal of Plankton Research;1
2015;Oxford;159.189.112.331;ICES Journal of Marine Science;2
2015;Oxford;159.189.112.332;Integrative and Comparative Biology;1
2015;Wiley;159.189.112.334;Water Resources Research;1
2015;Oxford;159.189.112.341;Rheumatology;1
2015;Oxford;159.189.112.344;FEMS Microbiology Letters;2
2015;Oxford;159.189.112.347;Journal of Plankton Research;2
2015;Oxford;159.189.112.349;Journal of Analytical Toxicology;3
2015;Oxford;159.189.112.350;Journal of Chromatographic Science;1
2015;Wiley;159.189.112.353;Water Resources Research;1
2015;Wiley;159.189.112.355;Water Resources Research;1
2015;Wiley;159.189.112.356;Geographical Analysis;1
2015;Oxford;159.189.112.357;Integrative and Comparative Biology;1
2015;Wiley;159.189.112.360;Water Resources Research;1
2015;Wiley;159.189.112.365;Water Resources Research;1
2015;Wiley;159.189.112.366;Water Resources Research;1
2015;Oxford;159.189.112.367;Integrative and Comparative Biology;1
2015;Oxford;159.189.112.368;Annals of Botany;3
2015;Wiley;159.189.112.373;Water Resources Research;1
2015;Wiley;159.189.112.374;Water Resources Research;1
2015;Oxford;159.189.112.376;Molecular Biology and Evolution;1
2015;Oxford;159.189.112.377;BioScience;1
2015;Wiley;159.189.112.380;Water Resources Research;1
2015;Wiley;159.189.112.386;Water Resources Research;1
2015;Oxford;159.189.112.387;Toxicological Sciences;1
2015;Oxford;159.189.112.389;ICES Journal of Marine Science;1
2015;Wiley;159.189.112.391;Water Resources Research;1
2015;Wiley;159.189.112.392;Water Resources Research;1
2015;Oxford;159.189.112.393;BioScience;1
2015;Oxford;159.189.112.394;BioScience;1
2015;Oxford;159.189.112.395;BioScience;2
2015;Oxford;159.189.112.396;BioScience;1
2015;Wiley;159.189.112.398;Water Resources Research;1
2015;Wiley;159.189.112.399;Water Resources Research;1
2015;Wiley;159.189.112.400;Water Resources Research;1
2015;Wiley;159.189.112.401;Water Resources Research;1
2015;Oxford;159.189.112.402;BioScience;2
2015;Oxford;159.189.112.403;Integrative and Comparative Biology;1
2015;Oxford;159.189.112.404;Systematic Biology;5
2015;Wiley;159.189.112.418;Water Resources Research;1
2015;Wiley;159.189.112.419;Geophysical Research Letters;1
2015;Oxford;159.189.112.420;Occupational Medicine;1
2015;Oxford;159.189.112.429;ICES Journal of Marine Science;1
2015;Oxford;159.189.112.430;Integrative and Comparative Biology;1
2015;Oxford;159.189.112.431;Nucleic Acids Research;3
2015;Oxford;159.189.112.432;Bioinformatics;1
2015;Oxford;159.189.112.433;Annals of the Entomological Society of America;2
2015;Oxford;159.189.112.440;Environmental Epigenetics;6
2015;Oxford;159.189.112.445;ICES Journal of Marine Science;1
2015;Oxford;159.189.112.446;ICES Journal of Marine Science;1
2015;Oxford;159.189.112.447;ICES Journal of Marine Science;2
2015;Oxford;159.189.112.449;Journal of Mammalogy;1
2015;Oxford;159.189.112.452;BioScience;2
2015;Oxford;159.189.112.453;Bioscience Horizons: The International Journal of Student Research;1
2015;Oxford;159.189.112.454;Environmental Entomology;1
2015;Wiley;159.189.112.458;Water Resources Research;1
2015;Oxford;159.189.112.459;Annals of Botany;1
2015;Oxford;159.189.112.460;BioScience;1
2015;Oxford;159.189.112.461;ICES Journal of Marine Science;1
2015;Oxford;159.189.112.462;ILAR Journal;2
2015;Oxford;159.189.112.463;Journal of Mammalogy;6
2015;Oxford;159.189.112.464;Biostatistics;2
2015;Oxford;159.189.112.465;Journal of Mammalogy;2
2015;Oxford;159.189.112.466;Journal of Plant Ecology;1
2015;Oxford;159.189.112.467;Behavioral Ecology;1
2015;Oxford;159.189.112.468;BioScience;1
2015;Oxford;159.189.112.469;Journal of Mammalogy;3
2015;Wiley;159.189.112.478;Water Resources Research;1
2015;Wiley;159.189.112.480;Water Resources Research;1
2015;Wiley;159.189.112.481;Water Resources Research;1
2015;Oxford;159.189.112.490;Integrative and Comparative Biology;1
2015;Wiley;159.189.112.501;Journal of the Royal Statistical Society: Series B (Statistical Methodology);1
2015;Oxford;159.189.112.507;FEMS Microbiology Ecology;1
2015;Oxford;159.189.112.508;Journal of Plankton Research;2
2015;Oxford;159.189.112.512;Environmental Epigenetics;1
2015;Oxford;159.189.112.513;Genome Biology and Evolution;2
2015;Oxford;159.189.112.517;Genome Biology and Evolution;1
2015;Oxford;159.189.112.518;Molecular Biology and Evolution;2
2015;Oxford;159.189.112.519;ILAR Journal;1
2015;Oxford;159.189.112.520;Integrative and Comparative Biology;1
2015;Oxford;159.189.112.521;Integrative and Comparative Biology;1
2015;Oxford;159.189.112.522;Toxicological Sciences;2
2015;Oxford;159.189.112.523;Toxicological Sciences;20
2015;Oxford;159.189.112.524;Environmental Epigenetics;1
2015;Oxford;159.189.112.525;Toxicological Sciences;3
2015;Oxford;159.189.112.530;Journal of Analytical Toxicology;1
2015;Oxford;159.189.112.531;ILAR Journal;1
2015;Oxford;159.189.112.538;Behavioral Ecology;1
2015;Oxford;159.189.112.539;Toxicological Sciences;1
2015;Oxford;159.189.112.540;Nutrition Reviews;1
2015;Oxford;159.189.112.541;Toxicological Sciences;1
2015;Oxford;159.189.112.548;Toxicological Sciences;1
2015;Oxford;159.189.112.553;Journal of Economic Entomology;2
2015;Oxford;159.189.112.556;BioScience;4
2015;Oxford;159.189.112.561;BioScience;3
2015;Oxford;159.189.112.564;Toxicological Sciences;1
2015;Oxford;159.189.112.565;Toxicological Sciences;10
2015;Oxford;159.189.112.571;Journal of Chromatographic Science;2
2015;Oxford;159.189.112.584;Chemical Senses;1
2015;Oxford;159.189.112.585;ICES Journal of Marine Science;1
2015;Oxford;159.189.112.587;Journal of Analytical Toxicology;1
2015;Wiley;159.189.112.589;Water Resources Research;1
2015;Oxford;159.189.112.590;Journal of Chromatographic Science;2
2015;Oxford;159.189.112.591;Toxicological Sciences;1
2015;Oxford;159.189.112.600;Toxicological Sciences;7
2015;Oxford;159.189.112.601;Toxicological Sciences;2
2015;Oxford;159.189.112.602;Toxicological Sciences;5
2015;Oxford;159.189.112.603;Toxicological Sciences;4
2015;Oxford;159.189.112.604;Human Reproduction Update;2
2015;Oxford;159.189.112.605;Integrative and Comparative Biology;1
2015;Oxford;159.189.112.606;Toxicological Sciences;12
2015;Oxford;159.189.112.624;FEMS Microbiology Letters;1
2015;Oxford;159.189.112.627;Journal of Chromatographic Science;1
2015;Wiley;159.189.112.628;Water Resources Research;1
2015;Oxford;159.189.112.636;Toxicological Sciences;2
2015;Oxford;159.189.112.637;Nucleic Acids Research;1
2015;Oxford;159.189.112.638;Journal of Chromatographic Science;1
2015;Oxford;159.189.112.639;Toxicological Sciences;3
2015;Oxford;159.189.112.650;Nucleic Acids Research;1
2015;Oxford;159.189.112.651;Toxicological Sciences;17
2015;Oxford;159.189.112.652;Nucleic Acids Research;1
2015;Oxford;159.189.112.653;Toxicological Sciences;2
2015;Oxford;159.189.112.658;Journal of Chromatographic Science;1
2015;Wiley;159.189.129.109;Ecosystem Health and Sustainability;1
2015;Wiley;159.189.129.110;Ecosystem Health and Sustainability;1
2015;Oxford;159.189.131.100;Environmental Entomology;2
2015;Oxford;159.189.131.100;American Entomologist;1
2015;Oxford;159.189.131.100;BioScience;1
2015;Oxford;159.189.131.100;American Entomologist;1
2015;Oxford;159.189.131.103;BioScience;2
2015;Oxford;159.189.131.103;BioScience;6
2015;Wiley;159.189.131.103;Ecosystem Health and Sustainability;1
2015;Wiley;159.189.131.104;Water Resources Research;1
2015;Wiley;159.189.131.104;Journal of Vegetation Science;1
2015;Wiley;159.189.131.106;Water Resources Research;1
2015;Wiley;159.189.131.111;Ecosystem Health and Sustainability;1
2015;Wiley;159.189.131.128;Water Resources Research;1
2015;Oxford;159.189.131.146;Annals of Botany;1
2015;Oxford;159.189.131.146;Tree Physiology;1
2015;Oxford;159.189.131.158;Conservation Physiology;1
2015;Oxford;159.189.131.158;Integrative and Comparative Biology;2
2015;Oxford;159.189.131.158;Behavioral Ecology;1
2015;Oxford;159.189.131.158;ICES Journal of Marine Science;4
2015;Wiley;159.189.131.158;Ecosystem Health and Sustainability;1
2015;Oxford;159.189.131.161;BioScience;2
2015;Wiley;159.189.131.161;Journal of Vegetation Science;1
2015;Oxford;159.189.131.162;Annals of Botany;1
2015;Wiley;159.189.131.176;Ecosystem Health and Sustainability;1
2015;Oxford;159.189.131.179;Journal of Mammalogy;1
2015;Oxford;159.189.131.194;Behavioral Ecology;1
2015;Oxford;159.189.131.194;Journal of Mammalogy;1
2015;Wiley;159.189.131.198;Ecosystem Health and Sustainability;1
2015;Oxford;159.189.131.21;MHR: Basic science of reproductive medicine;1
2015;Wiley;159.189.131.210;Marine Mammal Science;1
2015;Oxford;159.189.131.219;Environmental Entomology;1
2015;Wiley;159.189.131.219;Journal of Vegetation Science;1
2015;Wiley;159.189.131.219;Geographical Analysis;1
2015;Oxford;159.189.131.22;Environmental Entomology;1
2015;Oxford;159.189.131.22;ILAR Journal;1
2015;Oxford;159.189.131.22;Behavioral Ecology;2
2015;Oxford;159.189.131.22;ILAR Journal;1
2015;Oxford;159.189.131.22;Journal of Economic Entomology;2
2015;Oxford;159.189.131.22;Toxicological Sciences;1
2015;Oxford;159.189.131.22;ILAR Journal;1
2015;Oxford;159.189.131.227;Molecular Biology and Evolution;1
2015;Oxford;159.189.131.23;BioScience;1
2015;Oxford;159.189.131.23;AoB PLANTS;1
2015;Oxford;159.189.131.23;Tree Physiology;1
2015;Oxford;159.189.131.23;FEMS Microbiology Letters;1
2015;Wiley;159.189.131.23;Geophysical Research Letters;1
2015;Wiley;159.189.131.23;Ecosystem Health and Sustainability;1
2015;Oxford;159.189.131.238;American Journal of Epidemiology;1
2015;Oxford;159.189.131.238;Tree Physiology;1
2015;Oxford;159.189.131.238;Integrative and Comparative Biology;1
2015;Oxford;159.189.131.238;Tree Physiology;1
2015;Oxford;159.189.131.238;BioScience;1
2015;Oxford;159.189.131.238;BioScience;1
2015;Wiley;159.189.131.238;Journal of the Royal Statistical Society: Series B (Statistical Methodology);1
2015;Wiley;159.189.131.239;Geophysical Research Letters;1
2015;Wiley;159.189.131.239;Geographical Analysis;1
2015;Wiley;159.189.131.24;Geographical Analysis;1
2015;Oxford;159.189.131.241;Annals of Botany;4
2015;Oxford;159.189.131.241;Annals of Botany;4
2015;Oxford;159.189.131.241;Annals of Botany;1
2015;Oxford;159.189.131.241;Tree Physiology;1
2015;Oxford;159.189.131.241;Tree Physiology;1
2015;Oxford;159.189.131.241;Tree Physiology;1
2015;Oxford;159.189.131.241;BioScience;2
2015;Oxford;159.189.131.241;BioScience;1
2015;Wiley;159.189.131.241;Water Resources Research;1
2015;Wiley;159.189.131.241;Ecosystem Health and Sustainability;1
2015;Oxford;159.189.131.242;BioScience;2
2015;Oxford;159.189.131.242;BioScience;3
2015;Oxford;159.189.131.242;BioScience;2
2015;Oxford;159.189.131.26;AoB PLANTS;1
2015;Oxford;159.189.131.31;BioScience;4
2015;Wiley;159.189.131.31;Water Resources Research;1
2015;Wiley;159.189.131.33;Ecosystem Health and Sustainability;1
2015;Oxford;159.189.131.35;Journal of Experimental Botany;1
2015;Oxford;159.189.131.35;AoB PLANTS;5
2015;Wiley;159.189.131.35;Journal of Vegetation Science;1
2015;Wiley;159.189.131.35;Ecosystem Health and Sustainability;1
2015;Oxford;159.189.131.39;BioScience;2
2015;Oxford;159.189.131.39;BioScience;2
2015;Oxford;159.189.131.41;Behavioral Ecology;1
2015;Oxford;159.189.131.41;Forestry: An International Journal of Forest Research;1
2015;Oxford;159.189.131.41;Behavioral Ecology;3
2015;Oxford;159.189.131.41;BioScience;1
2015;Oxford;159.189.131.41;Behavioral Ecology;3
2015;Oxford;159.189.131.41;BioScience;2
2015;Oxford;159.189.131.41;Integrative and Comparative Biology;3
2015;Oxford;159.189.131.41;Journal of Mammalogy;1
2015;Oxford;159.189.131.41;BioScience;1
2015;Oxford;159.189.131.41;Forestry: An International Journal of Forest Research;1
2015;Oxford;159.189.131.41;BioScience;1
2015;Oxford;159.189.131.41;BioScience;2
2015;Oxford;159.189.131.42;BioScience;1
2015;Oxford;159.189.131.43;BioScience;1
2015;Oxford;159.189.131.43;Annals of Botany;1
2015;Oxford;159.189.131.43;Journal of Experimental Botany;2
2015;Oxford;159.189.131.43;BioScience;2
2015;Oxford;159.189.131.43;Tree Physiology;2
2015;Oxford;159.189.131.43;Tree Physiology;1
2015;Oxford;159.189.131.43;BioScience;1
2015;Wiley;159.189.131.43;Journal of Vegetation Science;1
2015;Wiley;159.189.131.43;Ecosystem Health and Sustainability;1
2015;Wiley;159.189.131.43;Journal of the Royal Statistical Society: Series B (Statistical Methodology);1
2015;Oxford;159.189.131.53;Annals of Botany;1
2015;Oxford;159.189.131.53;Tree Physiology;1
2015;Oxford;159.189.131.53;BioScience;1
2015;Wiley;159.189.131.53;Water Resources Research;1
2015;Wiley;159.189.131.53;Journal of Vegetation Science;1
2015;Wiley;159.189.131.53;Ecosystem Health and Sustainability;1
2015;Wiley;159.189.131.58;Water Resources Research;1
2015;Wiley;159.189.131.58;Water Resources Research;1
2015;Wiley;159.189.131.58;Ecosystem Health and Sustainability;1
2015;Oxford;159.189.131.60;Annals of Botany;1
2015;Oxford;159.189.131.63;Tree Physiology;1
2015;Oxford;159.189.131.63;Human Reproduction;1
2015;Oxford;159.189.131.65;AoB PLANTS;1
2015;Oxford;159.189.131.65;AoB PLANTS;1
2015;Oxford;159.189.131.65;FEMS Microbiology Ecology;3
2015;Wiley;159.189.131.65;Journal of Vegetation Science;1
2015;Wiley;159.189.131.65;Journal of the Royal Statistical Society: Series B (Statistical Methodology);1
2015;Oxford;159.189.131.68;Behavioral Ecology;1
2015;Oxford;159.189.131.70;Tree Physiology;1
2015;Oxford;159.189.131.70;Annals of Botany;1
2015;Oxford;159.189.131.70;Tree Physiology;1
2015;Wiley;159.189.131.70;Water Resources Research;1
2015;Wiley;159.189.131.70;Ecosystem Health and Sustainability;1
2015;Oxford;159.189.131.77;Journal of Mammalogy;2
2015;Oxford;159.189.131.77;Journal of Heredity;2
2015;Oxford;159.189.131.77;Poultry Science;1
2015;Oxford;159.189.131.77;Poultry Science;1
2015;Oxford;159.189.131.83;Integrative and Comparative Biology;1
2015;Oxford;159.189.131.83;BioScience;4
2015;Oxford;159.189.131.83;Journal of Plant Ecology;2
2015;Wiley;159.189.131.83;Journal of Vegetation Science;1
2015;Oxford;159.189.131.87;BioScience;1
2015;Wiley;159.189.131.87;Water Resources Research;1
2015;Wiley;159.189.131.87;Water Resources Research;1
2015;Wiley;159.189.131.87;Geophysical Research Letters;1
2015;Oxford;159.189.131.90;BioScience;1
2015;Oxford;159.189.139.113;ICES Journal of Marine Science;1
2015;Oxford;159.189.139.113;FEMS Microbiology Ecology;2
2015;Oxford;159.189.139.113;Integrative and Comparative Biology;1
2015;Oxford;159.189.139.113;Annals of Botany;1
2015;Wiley;159.189.139.113;Journal of Vegetation Science;1
2015;Oxford;159.189.139.22;BioScience;2
2015;Wiley;159.189.161.245;Journal of Vegetation Science;1
2015;Wiley;159.189.161.252;Water Resources Research;1
2015;Oxford;159.189.161.42;Bioinformatics;1
2015;Oxford;159.189.161.42;Bioinformatics;1
2015;Oxford;159.189.162.103;Human Molecular Genetics;1
2015;Oxford;159.189.162.116;BioScience;1
2015;Oxford;159.189.162.116;Nucleic Acids Research;1
2015;Oxford;159.189.162.116;Behavioral Ecology;1
2015;Oxford;159.189.162.116;Journal of Heredity;1
2015;Oxford;159.189.162.116;Journal of Mammalogy;1
2015;Oxford;159.189.162.116;Molecular Biology and Evolution;2
2015;Oxford;159.189.162.116;BioScience;1
2015;Oxford;159.189.162.116;Briefings in Functional Genomics;2
2015;Oxford;159.189.162.116;Journal of Heredity;1
2015;Wiley;159.189.162.116;Water Resources Research;1
2015;Wiley;159.189.162.116;Geographical Analysis;1
2015;Oxford;159.189.162.12;BioScience;1
2015;Oxford;159.189.162.12;Journal of Plankton Research;1
2015;Oxford;159.189.162.123;Bioinformatics;1
2015;Oxford;159.189.162.123;Clinical Infectious Diseases;1
2015;Oxford;159.189.162.123;Continuing Education in Anaesthesia, Critical Care & Pain;1
2015;Oxford;159.189.162.125;American Journal of Epidemiology;1
2015;Oxford;159.189.162.13;Journal of Mammalogy;2
